movie_title,director_name,num_user_for_reviews,language,country,title_year,imdb_score,aspect_ratio,movie_facebook_likes,director_facebook_likes,actor_3_facebook_likes,actor_2_facebook_likes,actor_1_facebook_likes,actor_3_name,actor_2_name,actor_1_name,num_voted_users,cast_total_facebook_likes,budget
Freddy Got Fingered ,Tom Green,619,English,USA,2001,4.5,1.85,0,374,484,503,826,Eddie Kaye Thomas,Harland Williams,Rip Torn,39788,2689,15000000
The Pirates Who Don't Do Anything: A VeggieTales Movie ,Mike Nawrocki,22,English,USA,2008,5.7,1.85,175,12,23,173,354,Phil Vischer,Cam Clarke,Yuri Lowenthal,2037,568,15000000
U2 3D ,Catherine Owens,31,English,USA,2007,8.4,1.78,116,0,44,67,468,Larry Mullen Jr.,The Edge,Bono,2673,646,
Highlander: Endgame ,Douglas Aarniokoski,355,English,USA,2000,4.6,2.35,356,36,377,786,1000,Adam Copeland,Adrian Paul,Christopher Lambert,16340,2764,15000000
Idlewild ,Bryan Barber,91,English,USA,2006,6.2,2.35,489,16,526,585,907,Bobb'e J. Thompson,Faizon Love,Cicely Tyson,4603,3633,15000000
One Day ,Lone Scherfig,181,English,USA,2011,7,2.35,49000,92,358,5000,11000,Rafe Spall,Jim Sturgess,Anne Hathaway,106111,17627,15000000
Whip It ,Drew Barrymore,118,English,USA,2009,6.9,2.35,10000,0,727,787,796,Alia Shawkat,Jimmy Fallon,Daniel Stern,55665,2633,15000000
Knockaround Guys ,Brian Koppelman,135,English,USA,2001,6.1,2.35,566,34,366,442,14000,Kevin Gage,Tom Noonan,Vin Diesel,19768,15644,
Confidence ,James Foley,144,English,USA,2003,6.7,2.35,622,164,308,324,436,Leland Orser,Brian Van Holt,Louis Lombardi,30643,1172,15000000
The Muse ,Albert Brooks,140,English,USA,1999,5.6,1.37,251,745,745,821,12000,Albert Brooks,Bradley Whitford,Jeff Bridges,9294,15209,15000000
De-Lovely ,Irwin Winkler,226,English,USA,2004,6.6,2.35,1000,34,65,66,427,Sandra Nelson,Keith Allen,Kevin McNally,9649,729,20000000
New York Stories ,Woody Allen,55,English,USA,1989,6.4,1.85,877,11000,563,860,11000,Mia Farrow,Larry David,Woody Allen,13692,12685,15000000
Barney's Great Adventure ,Steve Gomer,53,English,Canada,1998,2.8,1.85,436,9,47,417,595,Shirley Douglas,Kyla Pratt,Trevor Morgan,2724,1139,15000000
The Man with the Iron Fists ,RZA,224,English,USA,2012,5.4,2.35,29000,561,353,561,746,Daniel Wu,RZA,Rick Yune,53471,2377,15000000
Home Fries ,Dean Parisot,88,English,USA,1998,5,1.85,247,23,629,660,925,Shelley Duvall,Jake Busey,Catherine O'Hara,7159,2913,15000000
Here on Earth ,Mark Piznarski,162,English,USA,2000,5.1,1.85,648,4,670,841,989,Elaine Hendrix,Chris Klein,Bruce Greenwood,7403,3142,15000000
Brazil ,Terry Gilliam,513,English,UK,1985,8,1.85,16000,0,1000,5000,22000,Jim Broadbent,Bob Hoskins,Robert De Niro,152306,29475,15000000
Raise Your Voice ,Sean McNamara,212,English,USA,2004,5.9,2.35,1000,80,782,872,1000,Jason Ritter,Rebecca De Mornay,Oliver James,22649,4676,15000000
The Dead Zone             ,,77,English,Canada,,7.5,,576,,186,319,443,Chris Bruno,Nicole de Boer,David Ogden Stiers,7122,981,
The Big Lebowski ,Joel Coen,1028,English,USA,1998,8.2,1.85,35000,0,12000,12000,22000,Steve Buscemi,Jeff Bridges,Philip Seymour Hoffman,537419,47728,15000000
Black Snake Moan ,Craig Brewer,200,English,USA,2006,7,2.35,0,153,539,788,3000,S. Epatha Merkerson,Michael Raymond-James,Justin Timberlake,52421,5012,15000000
Dark Blue ,Ron Shelton,125,English,USA,2002,6.6,2.35,455,41,274,463,556,Michael Michele,Dash Mihok,Khandi Alexander,17261,1873,15000000
A Mighty Heart ,Michael Winterbottom,118,English,USA,2007,6.7,2.35,923,187,254,883,11000,Dan Futterman,Archie Panjabi,Angelina Jolie Pitt,24150,12178,16000000
Whatever It Takes ,David Raynr,89,English,USA,2000,5.5,1.85,816,9,612,897,11000,Marla Sokoloff,Jodi Lyn O'Keefe,James Franco,8055,13524,15000000
Boat Trip ,Mort Nathan,132,English,USA,2002,4.9,1.85,1000,2,461,852,890,Bob Gunton,Lin Shaye,Vivica A. Fox,26598,3161,20000000
The Importance of Being Earnest ,Oliver Parker,141,English,UK,2002,6.9,2.35,0,32,692,1000,14000,Rupert Everett,Tom Wilkinson,Colin Firth,18966,16502,15000000
The Love Letter ,Dan Curtis,56,English,USA,1998,7.4,1.33,515,45,224,393,1000,Estelle Parsons,Campbell Scott,Jennifer Jason Leigh,1465,2166,
Hoot ,Wil Shriner,66,English,USA,2006,5.6,1.85,647,6,596,625,8000,Tim Blake Nelson,Neil Flynn,Logan Lerman,6562,10732,15000000
In Bruges ,Martin McDonagh,513,English,UK,2008,8,2.35,32000,454,39,49,65,Eric Godon,Anna Madeley,Elizabeth Berrington,307639,173,15000000
Peeples ,Tina Gordon Chism,33,English,USA,2013,5.3,2.35,0,24,426,539,931,Diahann Carroll,S. Epatha Merkerson,Tyler James Williams,4065,3322,15000000
The Rocker ,Peter Cattaneo,104,English,USA,2008,6.2,1.85,0,11,1000,14000,15000,Josh Gad,Bradley Cooper,Emma Stone,32311,33153,15000000
Post Grad ,Vicky Jenson,53,English,USA,2009,5.3,1.85,0,96,360,971,24000,Bobby Coleman,Zach Gilford,J.K. Simmons,11498,25637,15000000
Promised Land ,Gus Van Sant,102,English,USA,2012,6.6,1.85,10000,835,363,826,13000,Terry Kinney,Hal Holbrook,Matt Damon,30284,14544,15000000
Whatever Works ,Woody Allen,169,English,USA,2009,7.2,1.85,10000,11000,386,658,860,Conleth Hill,Michael McKean,Larry David,58967,2717,15000000
The In Crowd ,Mary Lambert,85,English,USA,2000,4.6,1.85,157,52,275,397,477,A.J. Buckley,Susan Ward,Matthew Settle,3668,2312,15000000
Three Burials ,Tommy Lee Jones,199,English,France,2005,7.5,2.35,0,0,289,324,572,Guillermo Arriaga,Dwight Yoakam,Levon Helm,34194,1627,15000000
Jakob the Liar ,Peter Kassovitz,89,English,France,1999,6.5,1.85,0,0,693,1000,49000,Michael Jeter,Mark Margolis,Robin Williams,12601,51657,15000000
Kiss Kiss Bang Bang ,Shane Black,336,English,USA,2005,7.6,2.35,0,1000,611,1000,21000,Larry Miller,Corbin Bernsen,Robert Downey Jr.,175962,23932,15000000
Idle Hands ,Rodman Flender,198,English,USA,1999,6.2,1.85,0,6,577,729,890,Elden Henson,Fred Willard,Vivica A. Fox,33745,3654,20000000
Mulholland Drive ,David Lynch,1768,English,France,2001,8,1.85,16000,0,669,889,6000,Laura Harring,Robert Forster,Naomi Watts,235992,8484,15000000
Blood and Chocolate ,Katja von Garnier,190,English,USA,2007,5.5,2.35,0,18,220,400,837,Chris Geere,Agnes Bruckner,Olivier Martinez,15388,1675,
You Will Meet a Tall Dark Stranger ,Woody Allen,108,English,USA,2010,6.3,1.85,0,11000,557,6000,12000,Ewen Bremner,Naomi Watts,Anthony Hopkins,36145,19310,22000000
Never Let Me Go ,Mark Romanek,320,English,UK,2010,7.2,2.35,33000,132,844,882,10000,Charlotte Rampling,Charlie Rowe,Andrew Garfield,109873,12867,15000000
The Company             ,,39,English,USA,,7.9,1.78,733,,527,555,857,Alessandro Nivola,Tom Hollander,Anna Silk,3828,3809,
Transsiberian ,Brad Anderson,162,English,Spain,2008,6.7,2.35,0,122,25,278,918,Mac McDonald,Eduardo Noriega,Thomas Kretschmann,42792,1252,15000000
The Clan of the Cave Bear ,Michael Chapman,62,English,USA,1986,5.3,2.35,843,70,90,324,876,Mike Muscat,Pamela Reed,Curtis Armstrong,4996,1351,15000000
Crazy in Alabama ,Antonio Banderas,71,English,USA,1999,6.3,2.35,391,0,617,664,783,Noah Emmerich,Elizabeth Perkins,Meat Loaf,5917,4834,15000000
Funny Games ,Michael Haneke,436,English,USA,2007,6.5,1.85,0,0,287,294,6000,Brady Corbet,Siobhan Fallon Hogan,Naomi Watts,69569,6748,15000000
Listening ,Khalil Sullins,13,English,Cambodia,2014,5.6,2.35,708,5,46,134,192,Amber Marie Bollinger,Kalim Chandler,Thomas Stroppel,1933,527,
Felicia's Journey ,Atom Egoyan,83,English,Canada,1999,7,2.35,284,460,71,203,5000,Gerard McSorley,Elaine Cassidy,Bob Hoskins,6690,5426,
Metropolis ,Fritz Lang,413,German,Germany,1927,8.3,1.33,12000,756,18,23,136,Rudolf Klein-Rogge,Gustav Fröhlich,Brigitte Helm,111841,203,6000000
District B13 ,Pierre Morel,157,French,France,2004,7.2,2.35,0,180,58,297,510,Dany Verissimo-Petit,Cyril Raffaelli,David Belle,55928,962,12000000
Things to Do in Denver When You're Dead ,Gary Fleder,144,English,USA,1995,6.8,1.85,0,39,642,970,12000,Treat Williams,Bill Cobbs,Steve Buscemi,22345,14889,7000000
The Assassin ,Hsiao-Hsien Hou,87,Mandarin,Taiwan,2015,6.4,1.37,0,141,56,103,1000,Satoshi Tsumabuki,Chen Chang,Qi Shu,9427,1172,15000000
Buffalo Soldiers ,Gregor Jordan,111,English,UK,2001,6.9,2.35,664,34,730,826,936,Leon,Scott Glenn,Dean Stockwell,20730,3578,15000000
The Return ,Andrey Zvyagintsev,172,Russian,Russia,2003,8,1.85,0,445,9,13,20,Nataliya Vdovina,Vladimir Garin,Konstantin Lavronenko,31589,48,
Ong-bak 2 ,Tony Jaa,72,Thai,Thailand,2008,6.2,2.35,0,0,7,45,64,Sarunyu Wongkrachang,Petchtai Wongkamlao,Nirut Sirichanya,24570,134,300000000
Centurion ,Neil Marshall,201,English,UK,2010,6.4,2.35,0,197,570,794,13000,Dave Legeno,JJ Feild,Michael Fassbender,64777,15293,
Silent Trigger ,Russell Mulcahy,29,English,Canada,1996,5.6,2.35,154,85,40,476,825,Conrad Dunn,Gina Bellman,Christopher Heyerdahl,2699,1432,9000000
The Midnight Meat Train ,Ryûhei Kitamura,209,English,USA,2008,6.1,2.35,0,129,1000,1000,14000,Leslie Bibb,Brooke Shields,Bradley Cooper,47574,18639,15000000
Winnie Mandela ,Darrell Roodt,15,English,South Africa,2011,6,,705,36,2,248,549,Aubrey Poo,Wendy Crewson,Jennifer Hudson,609,801,15000000
The Son of No One ,Dito Montiel,41,English,USA,2011,5.1,2.35,0,68,642,14000,17000,Tracy Morgan,Al Pacino,Channing Tatum,14280,32814,15000000
All the Queen's Men ,Stefan Ruzowitzky,40,English,Germany,2001,4.5,2.35,193,24,125,595,776,Edward Fox,Udo Kier,Eddie Izzard,2236,1732,25000000
The Good Night ,Jake Paltrow,39,English,USA,2007,5.9,1.85,445,17,66,165,1000,Keith Allen,Gael Le Cornec,Stephen Graham,7519,1245,15000000
Bathory: Countess of Blood ,Juraj Jakubisko,32,English,Slovakia,2008,6,2.35,0,15,576,627,735,Franco Nero,Hans Matheson,Anna Friel,3425,2528,
Khumba ,Anthony Silverston,12,English,South Africa,2013,5.8,,0,0,912,12000,14000,Loretta Devine,Steve Buscemi,Liam Neeson,4006,29488,20000000
Automata ,Gabe Ibáñez,134,English,Bulgaria,2014,6.1,2.35,13000,19,537,889,1000,Melanie Griffith,Robert Forster,Birgitte Hjort Sørensen,41638,2829,7000000
Dungeons & Dragons: Wrath of the Dragon God ,Gerry Lively,108,English,Germany,2005,4.9,1.78,473,93,51,55,179,Steven Elder,Lucy Gaskell,Bruce Payne,5018,363,15000000
Chiamatemi Francesco - Il Papa della gente ,Daniele Luchetti,4,Spanish,Italy,2015,5.7,,18,6,50,57,61,Ferdinando Vetere,Rodrigo De la Serna,Maximilian Dirr,80,192,15000000
Shinjuku Incident ,Tung-Shing Yee,53,Mandarin,Hong Kong,2009,7.1,2.35,821,3,19,353,556,Yasuaki Kurata,Daniel Wu,Bingbing Fan,9177,996,15000000
Pandaemonium ,Julien Temple,32,English,UK,2000,6.6,,277,67,303,452,631,Linus Roache,Dexter Fletcher,Samantha Morton,695,1585,15000000
Groundhog Day ,Harold Ramis,609,English,USA,1993,8.1,1.85,38000,11000,512,571,13000,Willie Garson,Chris Elliott,Bill Murray,437418,15500,14600000
Magic Mike XXL ,Gregory Jacobs,135,English,USA,2015,5.7,2.35,41000,13,642,17000,20000,Kevin Nash,Channing Tatum,Matt Bomer,38202,38963,14800000
Romeo + Juliet ,Baz Luhrmann,506,English,USA,1996,6.8,2.35,10000,1000,954,1000,29000,Brian Dennehy,Harold Perrineau,Leonardo DiCaprio,167750,33791,14500000
Sarah's Key ,Gilles Paquet-Brenner,73,French,France,2010,7.5,2.35,0,15,121,767,1000,Arben Bajraktaraj,Aidan Quinn,Kristin Scott Thomas,12937,2140,10000000
Freedom ,Peter Cousens,13,English,USA,2014,6.2,,998,5,124,220,467,Bart Shatto,David Rasche,Sharon Leal,993,994,14500000
Unforgiven ,Clint Eastwood,495,English,USA,1992,8.3,2.35,10000,16000,638,11000,16000,Frances Fisher,Morgan Freeman,Clint Eastwood,277505,28544,14400000
Manderlay ,Lars von Trier,81,English,Denmark,2005,7.4,2.35,1000,3000,236,769,3000,Jean-Marc Barr,Jeremy Davies,Bryce Dallas Howard,18646,4211,14200000
Slumdog Millionaire ,Danny Boyle,1017,English,UK,2008,8,2.35,13000,0,40,56,668,Ayush Mahesh Khedekar,Saurabh Shukla,Anil Kapoor,641997,820,15000000
Fatal Attraction ,Adrian Lyne,201,English,USA,1987,6.9,1.85,3000,213,249,276,886,Anne Archer,Lois Smith,Fred Gwynne,55101,1639,14000000
Pretty Woman ,Garry Marshall,271,English,USA,1990,6.9,1.85,11000,0,700,995,8000,Jason Alexander,Hector Elizondo,Julia Roberts,213476,11135,14000000
Towering Inferno             ,John Blanchard,,English,Canada,,9.5,1.33,0,0,176,179,770,Joe Flaherty,Andrea Martin,Martin Short,10,1125,
Crocodile Dundee II ,John Cornell,62,English,Australia,1988,5.5,2.35,489,5,57,162,442,John Meillon,Linda Kozlowski,Paul Hogan,44096,717,15800000
Broken Horses ,Vidhu Vinod Chopra,20,English,USA,2015,5.7,2.35,0,34,277,355,892,Chad Bishop,Chris Marquette,María Valverde,1554,2055,15000000
Born on the Fourth of July ,Oliver Stone,173,English,USA,1989,7.2,2.35,4000,0,560,854,10000,Stephen Baldwin,Tom Berenger,Tom Cruise,76842,12098,14000000
Cool Runnings ,Jon Turteltaub,97,English,USA,1993,6.9,1.85,0,226,496,730,953,Malik Yoba,Leon,Doug E. Doug,69733,2496,15000000
My Bloody Valentine ,Patrick Lussier,268,English,USA,2009,5.5,1.85,0,71,725,960,10000,Edi Gathegi,Jaime King,Jensen Ackles,45603,14159,15000000
The Possession ,Ole Bornedal,162,English,USA,2012,5.9,2.35,17000,30,309,459,941,Natasha Calis,Madison Davenport,Kyra Sedgwick,47169,2348,14000000
First Blood ,Ted Kotcheff,376,English,USA,1982,7.7,2.35,0,270,535,954,13000,Chris Mulkey,Brian Dennehy,Sylvester Stallone,172493,15192,14000000
Stomp the Yard ,Sylvain White,162,English,USA,2007,5.2,2.35,0,41,748,826,997,Harry Lennix,Laz Alonso,Chris Brown,19505,3544,14000000
The Spy Who Loved Me ,Lewis Gilbert,275,English,UK,1977,7.1,2.35,0,43,238,244,456,Barbara Bach,Desmond Llewelyn,Caroline Munro,76477,1326,14000000
Ghost Hunters             ,,57,English,USA,,6.6,,373,,84,130,155,Jason Hawes,Steve Gonsalves,Amy Bruni,5563,552,
Urban Legend ,Jamie Blanks,426,English,USA,1998,5.5,2.35,0,9,648,912,975,Julian Richings,Loretta Devine,Alicia Witt,47814,3500,14000000
Dangerous Liaisons ,Stephen Frears,143,English,USA,1988,7.7,1.85,0,350,418,17000,18000,Swoosie Kurtz,Peter Capaldi,Keanu Reeves,52846,35501,14000000
Good Deeds ,Tyler Perry,43,English,USA,2012,5.4,2.35,0,0,490,597,849,Jamie Kennedy,Phylicia Rashad,Eddie Cibrian,6352,2226,
White Fang ,Randal Kleiser,31,English,USA,1991,6.7,1.85,0,116,25,172,327,Susan Hogan,Klaus Maria Brandauer,Seymour Cassel,15730,552,14000000
Superstar ,Bruce McCulloch,160,English,USA,1999,5,1.85,2000,54,636,670,8000,Molly Shannon,Elaine Hendrix,Will Ferrell,15047,10792,14000000
The Iron Lady ,Phyllida Lloyd,350,English,UK,2011,6.4,2.35,18000,58,583,1000,11000,Olivia Colman,Jim Broadbent,Meryl Streep,82327,12894,13000000
Jonah: A VeggieTales Movie ,Mike Nawrocki,78,English,USA,2002,6.6,1.85,184,12,8,12,23,Shelby Vischer,Mike Nawrocki,Phil Vischer,3135,49,14000000
Poetic Justice ,John Singleton,31,English,USA,1993,5.9,1.85,0,309,279,556,592,Maya Angelou,Khandi Alexander,Janet Jackson,8904,1620,14000000
All About the Benjamins ,Kevin Bray,33,English,USA,2002,5.7,2.35,530,10,111,266,706,Gino Salvano,Roger Guenveur Smith,Mike Epps,9693,1421,14000000
Vampire in Brooklyn ,Wes Craven,53,English,USA,1995,4.5,1.85,1000,0,364,422,723,Allen Payne,W. Earl Brown,John Witherspoon,17262,2348,20000000
Exorcist II: The Heretic ,John Boorman,252,English,USA,1977,3.7,1.85,889,128,467,726,931,Ned Beatty,Richard Burton,Linda Blair,16294,2704,14000000
An American Haunting ,Courtney Solomon,747,English,UK,2005,5,2.35,0,31,50,613,874,Vernon Dobtcheff,James D'Arcy,Sissy Spacek,22207,1608,14000000
My Boss's Daughter ,David Zucker,123,English,USA,2003,4.6,1.85,411,119,636,779,869,Molly Shannon,Tyler Labine,Carmen Electra,24038,3007,14000000
A Perfect Getaway ,David Twohy,215,English,USA,2009,6.5,2.35,4000,123,690,14000,26000,Marley Shelton,Milla Jovovich,Chris Hemsworth,56338,41359,14000000
Our Family Wedding ,Rick Famuyiwa,20,English,USA,2010,4.9,2.35,1000,44,625,849,953,Lupe Ontiveros,Lance Gross,America Ferrera,5721,3299,14000000
Dead Man on Campus ,Alan Cohn,106,English,USA,1998,6,1.85,645,0,654,2000,3000,Poppy Montgomery,Linda Cardellini,Alyson Hannigan,11729,6861,14000000
Tea with Mussolini ,Franco Zeffirelli,157,English,Italy,1999,6.9,1.85,970,160,55,330,718,Paolo Seganti,Joan Plowright,Lily Tomlin,9323,1148,12000000
Thinner ,Tom Holland,122,English,USA,1996,5.7,1.85,0,85,514,855,1000,Kari Wuhrer,Bethany Joy Lenz,Joe Mantegna,19805,2777,8500000
"New York, New York ",Martin Scorsese,75,English,USA,1977,6.7,1.66,932,17000,213,740,22000,Mary Kay Place,Liza Minnelli,Robert De Niro,13548,23378,14000000
Crooklyn ,Spike Lee,39,English,USA,1994,6.9,1.85,905,0,534,848,1000,Isaiah Washington,Delroy Lindo,Alfre Woodard,6011,3267,14000000
I Think I Love My Wife ,Chris Rock,55,English,USA,2007,5.5,1.85,488,0,458,490,12000,Wendell Pierce,Eliza Coupe,Steve Buscemi,13866,13446,
Jason X ,James Isaac,673,English,USA,2001,4.4,1.85,0,52,489,935,1000,Lexa Doig,Kane Hodder,Peter Mensah,38985,3050,11000000
Big Fat Liar ,Shawn Levy,99,English,USA,2002,5.4,1.85,896,189,799,927,934,Lee Majors,Donald Faison,Frankie Muniz,29008,3707,15000000
Bobby ,Emilio Estevez,270,English,USA,2006,7,2.35,0,0,383,593,12000,Brian Geraghty,Nick Cannon,Anthony Hopkins,38142,13528,14000000
Head Over Heels ,Mark Waters,104,English,USA,2001,5.4,2.35,613,70,169,834,878,China Chow,Ivana Milicevic,Monica Potter,11693,2165,14000000
Fun Size ,Josh Schwartz,32,English,USA,2012,5.4,2.35,0,90,635,925,962,Osric Chau,Jackson Nicoll,Thomas McDonell,11233,3715,14000000
The Diving Bell and the Butterfly ,Julian Schnabel,175,French,France,2007,8,1.85,13000,232,177,412,413,Isaach De Bankolé,Mathieu Amalric,Emmanuelle Seigner,89906,1372,
Little Children ,Todd Field,320,English,USA,2006,7.6,2.35,5000,143,280,617,14000,Jane Adams,Noah Emmerich,Kate Winslet,92781,15337,26000000
Gossip ,Davis Guggenheim,112,English,USA,2000,5.9,2.35,853,49,191,215,12000,Noam Jenkins,Sharon Lawrence,Norman Reedus,12519,12776,24000000
A Walk on the Moon ,Tony Goldwyn,114,English,USA,1999,6.6,1.85,860,956,113,233,10000,Tovah Feldshuh,Julie Kavner,Viggo Mortensen,6782,10368,14000000
Catch a Fire ,Phillip Noyce,59,English,France,2006,6.7,2.35,447,176,15,113,543,Bonnie Henna,Terry Pheto,Derek Luke,9334,678,14000000
Soul Survivors ,Stephen Carpenter,181,English,USA,2001,3.9,1.85,231,12,102,102,159,Candace Kroslak,Angela Featherstone,Melissa Sagemiller,7277,417,14000000
Jefferson in Paris ,James Ivory,27,English,France,1995,5.7,1.85,127,133,5,15,423,Nigel Whitmey,Todd Boyce,Seth Gilliam,2427,446,14000000
Easy Virtue ,Stephan Elliott,79,English,UK,2008,6.7,2.35,2000,11,548,1000,14000,Kris Marshall,Kristin Scott Thomas,Colin Firth,16444,16431,
Caravans ,James Fargo,8,English,Iran,1978,6.5,2.35,76,109,324,469,16000,Behrouz Vossoughi,Joseph Cotten,Christopher Lee,524,17250,14000000
Mr. Turner ,Mike Leigh,165,English,UK,2014,6.8,2.35,0,608,43,44,149,Karl Johnson,Ruth Sheen,Lesley Manville,17933,390,8200000
Wild Grass ,Alain Resnais,31,French,France,2009,6.3,2.35,512,752,59,74,412,Edouard Baer,Sara Forestier,Mathieu Amalric,3174,799,
Amen. ,Costa-Gavras,55,English,France,2002,7.3,1.85,0,333,284,326,380,Ulrich Mühe,Mathieu Kassovitz,Sebastian Koch,11077,1429,103000000
Reign of Assassins ,Chao-Bin Su,34,Mandarin,China,2010,6.9,2.35,1000,2,21,32,149,Kelly Lin,Shawn Yue,Woo-sung Jung,6069,243,12000000
The Lucky Ones ,Neil Burger,36,English,USA,2008,7,1.85,702,168,322,329,697,Mark L. Young,Katherine LaNasa,John Heard,11704,2243,15000000
Margaret ,Kenneth Lonergan,119,English,USA,2011,6.5,1.85,0,50,338,1000,13000,John Gallagher Jr.,Kieran Culkin,Matt Damon,12053,14638,14000000
Stan Helsing ,Bo Zenga,66,English,Canada,2009,3.6,1.85,934,10,378,521,826,Diora Baird,Kenan Thompson,Steve Howey,9928,2207,
Flipped ,Rob Reiner,104,English,USA,2010,7.7,1.85,14000,0,767,872,1000,Aidan Quinn,Rebecca De Mornay,Madeline Carroll,60460,4377,14000000
Brokeback Mountain ,Ang Lee,2254,English,USA,2005,7.7,1.85,13000,0,11000,13000,15000,Anne Hathaway,Heath Ledger,Jake Gyllenhaal,259837,39789,14000000
Teenage Mutant Ninja Turtles ,Jonathan Liebesman,491,English,USA,2014,5.9,2.35,62000,473,429,809,833,Jeremy Howard,Danny Woodburn,Noel Fisher,167089,2690,125000000
Clueless ,Amy Heckerling,248,English,USA,1995,6.8,1.85,0,143,201,281,927,Elisa Donovan,Dan Hedaya,Donald Faison,123390,1724,12000000
Far from Heaven ,Todd Haynes,378,English,USA,2002,7.4,1.85,0,162,135,258,2000,Michael Gaston,Celia Weston,Dennis Quaid,36542,2447,13500000
Hot Tub Time Machine 2 ,Steve Pink,96,English,USA,2015,5.1,1.85,0,38,390,837,3000,Collette Wolfe,Gillian Jacobs,Adam Scott,28159,4702,14000000
Dekalog             ,,37,Polish,Poland,,9.1,1.33,0,,2,3,20,Olgierd Lukaszewicz,Olaf Lubaszenko,Krystyna Janda,12590,25,
Quills ,Philip Kaufman,314,English,UK,2000,7.4,1.85,0,133,170,230,14000,Amelia Warner,Stephen Marcus,Kate Winslet,44795,14726,13500000
Seven Psychopaths ,Martin McDonagh,284,English,UK,2012,7.2,2.35,52000,454,816,906,2000,Michael Stuhlbarg,Gabourey Sidibe,Abbie Cornish,185845,4757,15000000
The Caveman's Valentine ,Kasi Lemmons,59,English,USA,2001,6,1.85,329,148,400,508,539,Aunjanue Ellis,Tamara Tunie,Colm Feore,5602,1767,
The Border             ,,2,Polish,Poland,,7.4,,64,,2,2,70,Jaroslaw Boberek,Marian Dziedziel,Jacek Koman,271,74,
Downfall ,Oliver Hirschbiegel,564,German,Germany,2004,8.3,1.85,14000,101,471,653,918,Alexandra Maria Lara,Bruno Ganz,Thomas Kretschmann,248354,2334,13500000
The Sea Inside ,Alejandro Amenábar,140,Spanish,Spain,2004,8.1,2.35,0,448,93,114,273,Tamar Novas,Lola Dueñas,Belén Rueda,64556,529,10000000
Under the Skin ,Jonathan Glazer,616,English,UK,2013,6.3,1.85,29000,143,21,50,19000,Alison Chand,Paul Brannigan,Scarlett Johansson,85022,19086,
"Good Morning, Vietnam ",Barry Levinson,131,English,USA,1987,7.3,1.85,0,272,227,263,49000,Bruno Kirby,J.T. Walsh,Robin Williams,98348,50141,13000000
The Last Godfather ,Hyung-rae Shim,17,English,South Korea,2010,3.6,1.78,502,26,385,391,898,Michael Rispoli,Stephanie Danielson,Jason Mewes,912,2895,13400000
Justin Bieber: Never Say Never ,Jon M. Chu,233,English,USA,2011,1.6,1.85,62000,209,41,69,569,Boys II Men,Sean Kingston,Usher Raymond,74351,714,13000000
Black Swan ,Darren Aronofsky,1140,English,USA,2010,8,2.35,106000,0,1000,15000,20000,Mark Margolis,Mila Kunis,Natalie Portman,551363,38072,13000000
RoboCop ,José Padilha,630,English,USA,2014,6.2,2.35,60000,294,1000,2000,10000,Jennifer Ehle,Abbie Cornish,Gary Oldman,182910,14160,100000000
The Godfather: Part II ,Francis Ford Coppola,650,English,USA,1974,9,1.85,14000,0,3000,14000,22000,Robert Duvall,Al Pacino,Robert De Niro,790926,39960,13000000
Save the Last Dance ,Thomas Carter,320,English,USA,2001,6.1,1.85,0,49,237,363,656,Fredro Starr,Terry Kinney,Sean Patrick Thomas,47876,1307,13000000
A Nightmare on Elm Street 4: The Dream Master ,Renny Harlin,260,English,USA,1988,5.7,1.85,0,212,54,125,130,Brooke Bundy,Rodney Eastman,Tuesday Knight,36108,450,7000000
Miracles from Heaven ,Patricia Riggen,55,English,USA,2016,6.8,1.85,16000,36,579,3000,3000,Martin Henderson,Brighton Sharbino,Jennifer Garner,6276,7833,13000000
"Dude, Where's My Car? ",Danny Leiner,469,English,USA,2000,5.5,1.37,0,8,612,934,3000,Marla Sokoloff,Mary Lynn Rajskub,Jennifer Garner,116625,6454,13000000
Young Guns ,Christopher Cain,120,English,USA,1988,6.8,1.85,0,58,316,439,549,Brian Keith,Patrick Wayne,Jack Palance,42614,1747,13000000
St. Vincent ,Theodore Melfi,171,English,USA,2014,7.3,1.85,33000,51,360,6000,13000,Reg E. Cathey,Naomi Watts,Bill Murray,72803,20330,13000000
About Last Night ,Steve Pink,42,English,USA,2014,6.1,2.35,0,38,460,807,833,Bryan Callen,Regina Hall,Joe Lo Truglio,16979,2800,12500000
10 Things I Hate About You ,Gil Junger,549,English,USA,1999,7.2,1.85,10000,19,835,13000,23000,Andrew Keegan,Heath Ledger,Joseph Gordon-Levitt,222099,37907,16000000
The New Guy ,Ed Decter,159,English,USA,2002,5.9,1.85,1000,13,301,489,11000,Gene Simmons,Eddie Griffin,Zooey Deschanel,28805,12687,13000000
Loaded Weapon 1 ,Gene Quintano,72,English,USA,1993,6.1,1.85,0,0,182,852,11000,Bill Nunn,Lin Shaye,Jon Lovitz,37611,12322,8200000
The Shallows ,Jaume Collet-Serra,139,English,USA,2016,6.8,2.35,0,174,2,350,619,Sedona Legge,Brett Cullen,Óscar Jaenada,12983,971,17000000
The Butterfly Effect ,Eric Bress,1100,English,USA,2004,7.7,1.85,15000,19,829,902,8000,Cameron Bright,Eric Stoltz,Logan Lerman,357579,12755,13000000
Snow Day ,Chris Koch,91,English,USA,2000,4.9,1.85,0,13,329,442,571,Jean Smart,Mark Webber,Chris Elliott,9285,2241,13000000
